order_id,order_date,customer_id,city,province,product_id,brand,quantity,item_price,order_month,gmv,province_top
1721629,2019-11-26,16360,Bandung,Jawa Barat,P1879,BRAND_J,1,219000,2019-11,219000,Jawa Barat
1718260,2019-11-19,15856,Jakarta Utara,DKI Jakarta,P0456,BRAND_B,10,149000,2019-11,1490000,DKI Jakarta
1719550,2019-11-22,15028,Jakarta Selatan,DKI Jakarta,P3194,BRAND_S,18,1150000,2019-11,20700000,DKI Jakarta
1675705,2019-07-25,16316,Jakarta Timur,DKI Jakarta,P2560,BRAND_P,36,79000,2019-07,2844000,DKI Jakarta
1710385,2019-11-01,13689,Malang,Jawa Timur,P1900,BRAND_J,100,639000,2019-11,63900000,Jawa Timur
1705585,2019-10-22,13979,Jakarta Pusat,DKI Jakarta,P3592,BRAND_S,3,1745000,2019-10,5235000,DKI Jakarta
1689703,2019-09-09,13621,Jakarta Selatan,DKI Jakarta,P2789,BRAND_P,100,26000,2019-09,2600000,DKI Jakarta
1724590,2019-12-02,15719,Jakarta Barat,DKI Jakarta,P1892,BRAND_J,4,740000,2019-12,2960000,DKI Jakarta
1741561,2019-12-29,13521,Bandung,Jawa Barat,P3344,BRAND_S,2,520000,2019-12,1040000,Jawa Barat
1715014,2019-11-12,16940,Jakarta Timur,DKI Jakarta,P4064,BRAND_W,4,303000,2019-11,1212000,DKI Jakarta
1697179,2019-10-01,14360,Yogyakarta,Yogyakarta,P2977,BRAND_R,4,1325000,2019-10,5300000,Yogyakarta
1735633,2019-12-19,17096,Jakarta Selatan,DKI Jakarta,P3285,BRAND_S,4,1325000,2019-12,5300000,DKI Jakarta
1714633,2019-11-11,17757,Tangerang,Banten,P0491,BRAND_B,3,450000,2019-11,1350000,other
1714369,2019-11-11,16729,Jakarta Utara,DKI Jakarta,P2102,BRAND_L,10,590000,2019-11,5900000,DKI Jakarta
1683103,2019-08-18,15506,Jakarta Pusat,DKI Jakarta,P2411,BRAND_P,1,113000,2019-08,113000,DKI Jakarta
1688833,2019-09-05,13985,Bekasi,Jawa Barat,P3588,BRAND_S,12,695000,2019-09,8340000,Jawa Barat
1716136,2019-11-14,14527,Depok,Jawa Barat,P2598,BRAND_P,3,695000,2019-11,2085000,Jawa Barat
1719328,2019-11-21,15144,Jakarta Barat,DKI Jakarta,P1802,BRAND_H,8,1745000,2019-11,13960000,DKI Jakarta
1705150,2019-10-22,13514,Surabaya,Jawa Timur,P4075,BRAND_W,12,1045000,2019-10,12540000,Jawa Timur
1725274,2019-12-03,17160,Jakarta Utara,DKI Jakarta,P3045,BRAND_R,12,450000,2019-12,5400000,DKI Jakarta
1707076,2019-10-25,18041,Bekasi,Jawa Barat,P1772,BRAND_H,1,240000,2019-10,240000,Jawa Barat
1729846,2019-12-10,17231,Bekasi,Jawa Barat,P3537,BRAND_S,2,1745000,2019-12,3490000,Jawa Barat
1668991,2019-07-05,17797,Jakarta Selatan,DKI Jakarta,P1983,BRAND_L,1,2900000,2019-07,2900000,DKI Jakarta
1729615,2019-12-10,14725,Jakarta Utara,DKI Jakarta,P0737,BRAND_C,10,310000,2019-12,3100000,DKI Jakarta
1726822,2019-12-05,14096,Surakarta,Jawa Tengah,P0790,BRAND_C,1,1164000,2019-12,1164000,Jawa Tengah
1741513,2019-12-29,17936,Bekasi,Jawa Barat,P0794,BRAND_C,12,159000,2019-12,1908000,Jawa Barat
1709704,2019-10-31,12923,Jakarta Timur,DKI Jakarta,P0171,BRAND_A,1,1325000,2019-10,1325000,DKI Jakarta
1700752,2019-10-10,18259,Malang,Jawa Timur,P0232,BRAND_A,12,450000,2019-10,5400000,Jawa Timur
1705618,2019-10-22,13016,Surakarta,Jawa Tengah,P0303,BRAND_B,6,1045000,2019-10,6270000,Jawa Tengah
1702909,2019-10-16,16358,Jakarta Utara,DKI Jakarta,P0623,BRAND_B,10,695000,2019-10,6950000,DKI Jakarta
1731154,2019-12-12,14034,Jakarta Selatan,DKI Jakarta,P0170,BRAND_A,1,1325000,2019-12,1325000,DKI Jakarta
1699750,2019-10-08,15343,Yogyakarta,Yogyakarta,P0061,BRAND_A,2,3144000,2019-10,6288000,Yogyakarta
1723432,2019-11-29,15453,Jakarta Selatan,DKI Jakarta,P1746,BRAND_H,2,289000,2019-11,578000,DKI Jakarta
1701385,2019-10-11,18055,Jakarta Selatan,DKI Jakarta,P0002,BRAND_A,4,904000,2019-10,3616000,DKI Jakarta
1672786,2019-07-16,15507,Tangerang,Banten,P1771,BRAND_H,5,240000,2019-07,1200000,other
1689334,2019-09-06,15249,Bekasi,Jawa Barat,P2094,BRAND_L,20,590000,2019-09,11800000,Jawa Barat
1739824,2019-12-26,16496,Jakarta Timur,DKI Jakarta,P2770,BRAND_P,12,747000,2019-12,8964000,DKI Jakarta
1729900,2019-12-11,13297,Bogor,Jawa Barat,P1686,BRAND_H,72,376000,2019-12,27072000,Jawa Barat
1706131,2019-10-23,14649,Jakarta Utara,DKI Jakarta,P0898,BRAND_C,1,740000,2019-10,740000,DKI Jakarta
1722046,2019-11-27,15576,Bogor,Jawa Barat,P2447,BRAND_P,96,884000,2019-11,84864000,Jawa Barat
1698076,2019-10-03,17634,Jakarta Selatan,DKI Jakarta,P1786,BRAND_H,2,1745000,2019-10,3490000,DKI Jakarta
1737007,2019-12-22,14093,Jakarta Pusat,DKI Jakarta,P1730,BRAND_H,1,450000,2019-12,450000,DKI Jakarta
1679029,2019-08-05,17340,Tangerang,Banten,P0170,BRAND_A,4,1325000,2019-08,5300000,other
1681642,2019-08-13,17419,Jakarta Selatan,DKI Jakarta,P4017,BRAND_W,4,1325000,2019-08,5300000,DKI Jakarta
1711783,2019-11-05,13517,Bogor,Jawa Barat,P1744,BRAND_H,4,1465000,2019-11,5860000,Jawa Barat
1698730,2019-10-06,15502,Jakarta Pusat,DKI Jakarta,P0588,BRAND_B,2,5945000,2019-10,11890000,DKI Jakarta
1675915,2019-07-26,16317,Jakarta Selatan,DKI Jakarta,P3222,BRAND_S,2,2200000,2019-07,4400000,DKI Jakarta
1680688,2019-08-11,14013,Jakarta Barat,DKI Jakarta,P2555,BRAND_P,6,904000,2019-08,5424000,DKI Jakarta
1694569,2019-09-25,12477,Denpasar,Bali,P3077,BRAND_R,12,590000,2019-09,7080000,other
1699813,2019-10-08,16279,Jakarta Pusat,DKI Jakarta,P2794,BRAND_P,2,747000,2019-10,1494000,DKI Jakarta
1734109,2019-12-17,16474,Jakarta Selatan,DKI Jakarta,P3591,BRAND_S,2,740000,2019-12,1480000,DKI Jakarta
1707676,2019-10-27,16930,Malang,Jawa Timur,P0735,BRAND_C,10,310000,2019-10,3100000,Jawa Timur
1694182,2019-09-22,16686,Bogor,Jawa Barat,P3008,BRAND_R,1,1745000,2019-09,1745000,Jawa Barat
1708720,2019-10-30,17511,Tangerang,Banten,P3933,BRAND_W,12,2200000,2019-10,26400000,other
1726474,2019-12-04,15531,Bogor,Jawa Barat,P1674,BRAND_H,1,747000,2019-12,747000,Jawa Barat
1740889,2019-12-27,13780,Jakarta Timur,DKI Jakarta,P3589,BRAND_S,3,1465000,2019-12,4395000,DKI Jakarta
1667545,2019-07-02,16081,Jakarta Utara,DKI Jakarta,P1742,BRAND_H,12,590000,2019-07,7080000,DKI Jakarta
1723444,2019-11-29,18022,Jakarta Selatan,DKI Jakarta,P0132,BRAND_A,1,205000,2019-11,205000,DKI Jakarta
1688422,2019-09-03,16053,Yogyakarta,Yogyakarta,P0519,BRAND_B,8,310000,2019-09,2480000,Yogyakarta
1712479,2019-11-06,16753,Surakarta,Jawa Tengah,P0156,BRAND_A,1,2095000,2019-11,2095000,Jawa Tengah
1710577,2019-11-01,17509,Bekasi,Jawa Barat,P3128,BRAND_S,12,450000,2019-11,5400000,Jawa Barat
1727281,2019-12-06,15965,Tangerang,Banten,P0122,BRAND_A,1,695000,2019-12,695000,other
1741570,2019-12-29,17827,Jakarta Barat,DKI Jakarta,P0098,BRAND_A,1,1325000,2019-12,1325000,DKI Jakarta
1740880,2019-12-27,16426,Jakarta Pusat,DKI Jakarta,P0085,BRAND_A,2,450000,2019-12,900000,DKI Jakarta
1695451,2019-09-26,14298,Yogyakarta,Yogyakarta,P2715,BRAND_P,24,904000,2019-09,21696000,Yogyakarta
1713310,2019-11-07,18160,Malang,Jawa Timur,P3215,BRAND_S,6,1325000,2019-11,7950000,Jawa Timur
1740184,2019-12-26,14051,Jakarta Selatan,DKI Jakarta,P1681,BRAND_H,48,747000,2019-12,35856000,DKI Jakarta
1682983,2019-08-16,15704,Tangerang,Banten,P1891,BRAND_J,12,740000,2019-08,8880000,other
1678570,2019-08-02,13955,Depok,Jawa Barat,P2906,BRAND_R,1,310000,2019-08,310000,Jawa Barat
1698607,2019-10-04,15652,Jakarta Selatan,DKI Jakarta,P4017,BRAND_W,2,1325000,2019-10,2650000,DKI Jakarta
1692958,2019-09-18,15059,Surakarta,Jawa Tengah,P1792,BRAND_H,1,1045000,2019-09,1045000,Jawa Tengah
1675603,2019-07-25,13988,Surabaya,Jawa Timur,P4009,BRAND_W,6,1045000,2019-07,6270000,Jawa Timur
1721692,2019-11-26,16729,Jakarta Utara,DKI Jakarta,P2411,BRAND_P,24,149000,2019-11,3576000,DKI Jakarta
1734868,2019-12-18,17841,Jakarta Utara,DKI Jakarta,P2868,BRAND_R,1,904000,2019-12,904000,DKI Jakarta
1733164,2019-12-16,13167,Tangerang,Banten,P4049,BRAND_W,4,747000,2019-12,2988000,other
1723633,2019-11-29,17084,Jakarta Selatan,DKI Jakarta,P2769,BRAND_P,6,450000,2019-11,2700000,DKI Jakarta
1707739,2019-10-28,14096,Surakarta,Jawa Tengah,P3244,BRAND_S,1,873000,2019-10,873000,Jawa Tengah
1738546,2019-12-24,14191,Bogor,Jawa Barat,P2938,BRAND_R,10,450000,2019-12,4500000,Jawa Barat
1702447,2019-10-15,16464,Jakarta Selatan,DKI Jakarta,P2097,BRAND_L,1,590000,2019-10,590000,DKI Jakarta
1716310,2019-11-14,17571,Surakarta,Jawa Tengah,P0187,BRAND_A,1,4195000,2019-11,4195000,Jawa Tengah
1699351,2019-10-07,15673,Jakarta Selatan,DKI Jakarta,P0125,BRAND_A,24,205000,2019-10,4920000,DKI Jakarta
1681231,2019-08-12,17213,Jakarta Pusat,DKI Jakarta,P4075,BRAND_W,6,904000,2019-08,5424000,DKI Jakarta
1679791,2019-08-08,17738,Jakarta Pusat,DKI Jakarta,P2410,BRAND_P,24,113000,2019-08,2712000,DKI Jakarta
1687249,2019-08-29,13969,Surakarta,Jawa Tengah,P2877,BRAND_R,5,747000,2019-08,3735000,Jawa Tengah
1691797,2019-09-15,14895,Malang,Jawa Timur,P0238,BRAND_A,8,1745000,2019-09,13960000,Jawa Timur
1705693,2019-10-22,17576,Tangerang,Banten,P1685,BRAND_H,2,747000,2019-10,1494000,other
1673404,2019-07-18,13319,Yogyakarta,Yogyakarta,P2091,BRAND_L,10,590000,2019-07,5900000,Yogyakarta
1732513,2019-12-15,14159,Jakarta Utara,DKI Jakarta,P2445,BRAND_P,1,205000,2019-12,205000,DKI Jakarta
1692184,2019-09-16,14505,Jakarta Timur,DKI Jakarta,P2947,BRAND_R,1,2095000,2019-09,2095000,DKI Jakarta
1694917,2019-09-25,12621,Denpasar,Bali,P0114,BRAND_A,10,299000,2019-09,2990000,other
1704637,2019-10-20,15154,Jakarta Selatan,DKI Jakarta,P0536,BRAND_B,1,450000,2019-10,450000,DKI Jakarta
1707685,2019-10-27,15547,Depok,Jawa Barat,P0071,BRAND_A,4,695000,2019-10,2780000,Jawa Barat
1678609,2019-08-04,16283,Jakarta Selatan,DKI Jakarta,P3583,BRAND_S,12,159000,2019-08,1908000,DKI Jakarta
1707649,2019-10-27,15555,Depok,Jawa Barat,P4057,BRAND_W,2,2445000,2019-10,4890000,Jawa Barat
1706011,2019-10-23,14978,Jakarta Selatan,DKI Jakarta,P0791,BRAND_C,2,1745000,2019-10,3490000,DKI Jakarta
1698886,2019-10-06,15547,Depok,Jawa Barat,P0792,BRAND_C,1,747000,2019-10,747000,Jawa Barat
1732315,2019-12-15,18118,Jakarta Selatan,DKI Jakarta,P3481,BRAND_S,3,1745000,2019-12,5235000,DKI Jakarta
1696312,2019-09-29,17050,Bogor,Jawa Barat,P3020,BRAND_R,10,590000,2019-09,5900000,Jawa Barat
1719556,2019-11-22,17730,Jakarta Pusat,DKI Jakarta,P2606,BRAND_P,12,450000,2019-11,5400000,DKI Jakarta
1687612,2019-08-30,12517,Denpasar,Bali,P3268,BRAND_S,12,450000,2019-08,5400000,other
1736779,2019-12-22,18156,Malang,Jawa Timur,P0825,BRAND_C,1,450000,2019-12,450000,Jawa Timur
1732636,2019-12-15,16931,Jakarta Pusat,DKI Jakarta,P0753,BRAND_C,3,1500000,2019-12,4500000,DKI Jakarta
1723423,2019-11-29,17979,Bekasi,Jawa Barat,P0712,BRAND_C,4,534000,2019-11,2136000,Jawa Barat
1742869,2019-12-31,17841,Jakarta Utara,DKI Jakarta,P1876,BRAND_J,1,149000,2019-12,149000,DKI Jakarta
1671277,2019-07-11,12908,Jakarta Selatan,DKI Jakarta,P0263,BRAND_A,600,264000,2019-07,158400000,DKI Jakarta
1673848,2019-07-18,15530,Jakarta Barat,DKI Jakarta,P3194,BRAND_S,6,1150000,2019-07,6900000,DKI Jakarta
1734937,2019-12-18,14032,Yogyakarta,Yogyakarta,P2853,BRAND_R,48,639000,2019-12,30672000,Yogyakarta
1742041,2019-12-30,13001,Malang,Jawa Timur,P0763,BRAND_C,4,1465000,2019-12,5860000,Jawa Timur
1707988,2019-10-28,17652,Jakarta Pusat,DKI Jakarta,P2521,BRAND_P,4,1745000,2019-10,6980000,DKI Jakarta
1673869,2019-07-18,18283,Jakarta Selatan,DKI Jakarta,P0066,BRAND_A,1,747000,2019-07,747000,DKI Jakarta
1710637,2019-11-03,17811,Malang,Jawa Timur,P2637,BRAND_P,1,450000,2019-11,450000,Jawa Timur
1705540,2019-10-22,13555,Jakarta Barat,DKI Jakarta,P0376,BRAND_B,18,1024000,2019-10,18432000,DKI Jakarta
1683283,2019-08-19,12474,Denpasar,Bali,P3588,BRAND_S,12,695000,2019-08,8340000,other
1716886,2019-11-17,16686,Bogor,Jawa Barat,P2996,BRAND_R,4,310000,2019-11,1240000,Jawa Barat
1668346,2019-07-04,15241,Jakarta Selatan,DKI Jakarta,P2942,BRAND_R,6,904000,2019-07,5424000,DKI Jakarta
1733347,2019-12-16,16549,Jakarta Pusat,DKI Jakarta,P0733,BRAND_C,2,310000,2019-12,620000,DKI Jakarta
1742038,2019-12-30,18198,Surabaya,Jawa Timur,P1768,BRAND_H,12,240000,2019-12,2880000,Jawa Timur
1728178,2019-12-08,15411,Jakarta Selatan,DKI Jakarta,P1780,BRAND_H,4,2200000,2019-12,8800000,DKI Jakarta
1669474,2019-07-07,16794,Surakarta,Jawa Tengah,P1742,BRAND_H,4,590000,2019-07,2360000,Jawa Tengah
1713724,2019-11-08,14592,Yogyakarta,Yogyakarta,P3132,BRAND_S,1,1745000,2019-11,1745000,Yogyakarta
1686499,2019-08-28,13209,Bekasi,Jawa Barat,P0268,BRAND_A,24,240000,2019-08,5760000,Jawa Barat
1730065,2019-12-11,16717,Surakarta,Jawa Tengah,P3250,BRAND_S,12,310000,2019-12,3720000,Jawa Tengah
1671934,2019-07-14,15700,Semarang,Jawa Tengah,P0525,BRAND_B,12,604000,2019-07,7248000,Jawa Tengah
1680916,2019-08-12,16511,Jakarta Selatan,DKI Jakarta,P2871,BRAND_R,1,2900000,2019-08,2900000,DKI Jakarta
1704973,2019-10-21,16778,Jakarta Pusat,DKI Jakarta,P3341,BRAND_S,24,205000,2019-10,4920000,DKI Jakarta
1740163,2019-12-26,18122,Jakarta Selatan,DKI Jakarta,P3185,BRAND_S,2,240000,2019-12,480000,DKI Jakarta
1741561,2019-12-29,13521,Bandung,Jawa Barat,P0840,BRAND_C,2,310000,2019-12,620000,Jawa Barat
1711915,2019-11-05,17888,Yogyakarta,Yogyakarta,P0821,BRAND_C,12,310000,2019-11,3720000,Yogyakarta
1729984,2019-12-11,17377,Jakarta Pusat,DKI Jakarta,P1898,BRAND_J,7,740000,2019-12,5180000,DKI Jakarta
1702429,2019-10-15,14859,Jakarta Selatan,DKI Jakarta,P2458,BRAND_P,8,604000,2019-10,4832000,DKI Jakarta
1737505,2019-12-23,17806,Yogyakarta,Yogyakarta,P3516,BRAND_S,29,310000,2019-12,8990000,Yogyakarta
1741984,2019-12-30,17218,Malang,Jawa Timur,P2853,BRAND_R,12,740000,2019-12,8880000,Jawa Timur
1734787,2019-12-18,18283,Jakarta Selatan,DKI Jakarta,P2445,BRAND_P,1,205000,2019-12,205000,DKI Jakarta
1738360,2019-12-24,12748,Jakarta Utara,DKI Jakarta,P1884,BRAND_J,10,740000,2019-12,7400000,DKI Jakarta
1699225,2019-10-07,16984,Jakarta Pusat,DKI Jakarta,P3958,BRAND_W,6,520000,2019-10,3120000,DKI Jakarta
1677466,2019-07-31,13418,Bekasi,Jawa Barat,P0674,BRAND_C,12,159000,2019-07,1908000,Jawa Barat
1724695,2019-12-02,16242,Jakarta Barat,DKI Jakarta,P2760,BRAND_P,6,590000,2019-12,3540000,DKI Jakarta
1734700,2019-12-18,14049,Surakarta,Jawa Tengah,P2793,BRAND_P,6,747000,2019-12,4482000,Jawa Tengah
1704511,2019-10-20,16931,Jakarta Pusat,DKI Jakarta,P0168,BRAND_A,1,1325000,2019-10,1325000,DKI Jakarta
1736569,2019-12-22,17769,Malang,Jawa Timur,P2793,BRAND_P,12,747000,2019-12,8964000,Jawa Timur
1721599,2019-11-26,17495,Bandung,Jawa Barat,P3309,BRAND_S,12,450000,2019-11,5400000,Jawa Barat
1716376,2019-11-15,16156,Malang,Jawa Timur,P3217,BRAND_S,4,1325000,2019-11,5300000,Jawa Timur
1683586,2019-08-19,14796,Yogyakarta,Yogyakarta,P2900,BRAND_R,1,1045000,2019-08,1045000,Yogyakarta
1727902,2019-12-08,16794,Surakarta,Jawa Tengah,P2865,BRAND_R,1,1045000,2019-12,1045000,Jawa Tengah
1699864,2019-10-09,15845,Bogor,Jawa Barat,P0158,BRAND_A,36,240000,2019-10,8640000,Jawa Barat
1720747,2019-11-25,16633,Jakarta Selatan,DKI Jakarta,P2047,BRAND_L,4,1325000,2019-11,5300000,DKI Jakarta
1734124,2019-12-17,17338,Tangerang,Banten,P3250,BRAND_S,6,310000,2019-12,1860000,other
1690615,2019-09-11,17841,Jakarta Utara,DKI Jakarta,P2086,BRAND_L,1,590000,2019-09,590000,DKI Jakarta
1697296,2019-10-01,12526,Denpasar,Bali,P0310,BRAND_B,3,1745000,2019-10,5235000,other
1737349,2019-12-23,17346,Purwokerto,Jawa Tengah,P3183,BRAND_S,2,240000,2019-12,480000,Jawa Tengah
1687810,2019-09-02,17870,Surakarta,Jawa Tengah,P3057,BRAND_R,5,3494000,2019-09,17470000,Jawa Tengah
1671937,2019-07-14,17001,Malang,Jawa Timur,P0314,BRAND_B,20,159000,2019-07,3180000,Jawa Timur
1716952,2019-11-17,14629,Jakarta Selatan,DKI Jakarta,P1805,BRAND_H,1,1500000,2019-11,1500000,DKI Jakarta
1695442,2019-09-26,16187,Jakarta Selatan,DKI Jakarta,P1891,BRAND_J,20,740000,2019-09,14800000,DKI Jakarta
1732648,2019-12-15,17841,Jakarta Utara,DKI Jakarta,P3504,BRAND_S,8,159000,2019-12,1272000,DKI Jakarta
1711465,2019-11-04,14096,Surakarta,Jawa Tengah,P2535,BRAND_P,2,1458000,2019-11,2916000,Jawa Tengah
1728160,2019-12-08,16726,Jakarta Pusat,DKI Jakarta,P0125,BRAND_A,1,205000,2019-12,205000,DKI Jakarta
1721692,2019-11-26,16729,Jakarta Utara,DKI Jakarta,P0201,BRAND_A,7,159000,2019-11,1113000,DKI Jakarta
1718596,2019-11-20,17841,Jakarta Utara,DKI Jakarta,P2781,BRAND_P,3,520000,2019-11,1560000,DKI Jakarta
1690120,2019-09-10,12569,Denpasar,Bali,P3011,BRAND_R,6,747000,2019-09,4482000,other
1731892,2019-12-13,14593,Jakarta Pusat,DKI Jakarta,P0106,BRAND_A,1,450000,2019-12,450000,DKI Jakarta
1727110,2019-12-05,13767,Jakarta Timur,DKI Jakarta,P1679,BRAND_H,192,660000,2019-12,126720000,DKI Jakarta
1736362,2019-12-20,13589,Bogor,Jawa Barat,P1803,BRAND_H,4,1745000,2019-12,6980000,Jawa Barat
1720030,2019-11-24,13566,Jakarta Pusat,DKI Jakarta,P0428,BRAND_B,1,1500000,2019-11,1500000,DKI Jakarta
1708591,2019-10-29,17957,Yogyakarta,Yogyakarta,P0579,BRAND_B,2,884000,2019-10,1768000,Yogyakarta
1716844,2019-11-17,17211,Tangerang,Banten,P1803,BRAND_H,3,1745000,2019-11,5235000,other
1733236,2019-12-16,18139,Jakarta Barat,DKI Jakarta,P4125,BRAND_W,25,159000,2019-12,3975000,DKI Jakarta
1723444,2019-11-29,18022,Jakarta Selatan,DKI Jakarta,P3340,BRAND_S,1,205000,2019-11,205000,DKI Jakarta
1672414,2019-07-15,15825,Yogyakarta,Yogyakarta,P1742,BRAND_H,12,590000,2019-07,7080000,Yogyakarta
1713817,2019-11-10,13878,Jakarta Pusat,DKI Jakarta,P0677,BRAND_C,6,2200000,2019-11,13200000,DKI Jakarta
1716934,2019-11-17,14035,Bogor,Jawa Barat,P3510,BRAND_S,4,747000,2019-11,2988000,Jawa Barat
1713637,2019-11-08,12856,Surakarta,Jawa Tengah,P0797,BRAND_C,2,747000,2019-11,1494000,Jawa Tengah
1731151,2019-12-12,14191,Bogor,Jawa Barat,P4020,BRAND_W,24,450000,2019-12,10800000,Jawa Barat
1677385,2019-07-31,17238,Jakarta Timur,DKI Jakarta,P0066,BRAND_A,1,747000,2019-07,747000,DKI Jakarta
1714300,2019-11-11,13015,Bogor,Jawa Barat,P4141,BRAND_W,25,159000,2019-11,3975000,Jawa Barat
1693603,2019-09-19,12748,Jakarta Utara,DKI Jakarta,P0840,BRAND_C,3,310000,2019-09,930000,DKI Jakarta
1684189,2019-08-21,13458,Bekasi,Jawa Barat,P1906,BRAND_J,10,740000,2019-08,7400000,Jawa Barat
1730797,2019-12-12,15443,Depok,Jawa Barat,P0119,BRAND_A,3,303000,2019-12,909000,Jawa Barat
1677397,2019-07-31,15053,Jakarta Barat,DKI Jakarta,P0121,BRAND_A,1,590000,2019-07,590000,DKI Jakarta
1711993,2019-11-05,16362,Jakarta Selatan,DKI Jakarta,P2763,BRAND_P,1,590000,2019-11,590000,DKI Jakarta
1737502,2019-12-23,16800,Jakarta Selatan,DKI Jakarta,P0155,BRAND_A,2,1745000,2019-12,3490000,DKI Jakarta
1730557,2019-12-11,16809,Yogyakarta,Yogyakarta,P2092,BRAND_L,10,590000,2019-12,5900000,Yogyakarta
1671835,2019-07-14,13089,Jakarta Timur,DKI Jakarta,P3442,BRAND_S,12,590000,2019-07,7080000,DKI Jakarta
1680637,2019-08-09,14722,Yogyakarta,Yogyakarta,P3019,BRAND_R,2,345000,2019-08,690000,Yogyakarta
1695364,2019-09-26,14239,Yogyakarta,Yogyakarta,P3008,BRAND_R,6,1745000,2019-09,10470000,Yogyakarta
1682329,2019-08-15,13995,Jakarta Selatan,DKI Jakarta,P1741,BRAND_H,12,1045000,2019-08,12540000,DKI Jakarta
1706110,2019-10-23,12748,Jakarta Utara,DKI Jakarta,P0889,BRAND_C,1,695000,2019-10,695000,DKI Jakarta
1677601,2019-08-01,13291,Jakarta Barat,DKI Jakarta,P3019,BRAND_R,2,345000,2019-08,690000,DKI Jakarta
1727095,2019-12-05,16094,Jakarta Pusat,DKI Jakarta,P1778,BRAND_H,4,1325000,2019-12,5300000,DKI Jakarta
1690108,2019-09-10,13394,Jakarta Pusat,DKI Jakarta,P3079,BRAND_R,10,79000,2019-09,790000,DKI Jakarta
1738816,2019-12-25,15024,Yogyakarta,Yogyakarta,P0126,BRAND_A,3,205000,2019-12,615000,Yogyakarta
1705594,2019-10-22,16713,Yogyakarta,Yogyakarta,P3188,BRAND_S,2,159000,2019-10,318000,Yogyakarta
1679596,2019-08-07,14409,Jakarta Barat,DKI Jakarta,P2949,BRAND_R,25,159000,2019-08,3975000,DKI Jakarta
